activity_date,score,serial_number
11/17/2016,88,DAKG4KX3R
11/15/2017,93,DAKQNBDXZ
1/20/2016,94,DAOA7FZME
7/14/2016,97,DAQGRZJCW
1/26/2017,94,DADVICSSX
9/7/2016,92,DAJWINWIR
10/3/2017,96,DARR0CBYO
6/8/2016,98,DAJFHP8IL
12/27/2017,98,DAGPGDPH0
5/13/2016,95,DAKCS1I5X
3/22/2017,95,DAMT6UAUC
10/17/2016,91,DAAW0MHD1
8/31/2015,94,DAEVMN3TN
5/22/2017,98,DAPIURENZ
3/15/2016,90,DAUPRMR46
2/24/2017,97,DAPKI0YPQ
1/3/2017,91,DA3SS7PFP
9/21/2015,95,DAQIXYDOB
3/10/2016,93,DAA5CMM3V
8/6/2015,95,DA5SZ2VOZ
4/7/2016,90,DANKBXCSN
8/27/2015,99,DAVLJ0ALT
3/4/2016,90,DASTSW60H
10/14/2015,97,DAKFUCKLT
12/13/2016,90,DAW0XCEQB
11/17/2015,96,DA0PN4GAI
12/7/2016,87,DAGDWP4YI
9/28/2016,94,DAA2RIESJ
2/4/2016,90,DAC1FWJUV
9/8/2017,91,DAAT6ZVDH
8/2/2016,95,DACEN7APO
2/4/2016,95,DABYD40GS
2/8/2016,96,DAMLC3TID
8/30/2016,92,DAISJTDBQ
1/20/2016,93,DAMJGGEQC
1/13/2017,97,DAQ084L2B
7/26/2016,94,DAJRFVT38
12/27/2016,94,DASGTZKLF
10/26/2016,91,DADGS63CL
8/9/2016,94,DAHGIH2XZ
12/29/2015,96,DAUIX9W1E
11/15/2015,92,DAZWK6XLZ
9/28/2016,96,DAD0YLLOD
3/22/2017,98,DA2XU08DO
8/18/2017,96,DA0PDMZFY
7/23/2015,92,DAMKGXUIS
1/23/2017,99,DASRK220F
3/14/2017,98,DARMWYJEC
1/6/2016,97,DAKZRE9VQ
11/9/2016,95,DAJDVVNAZ
3/8/2016,95,DAI6WMEPD
6/8/2017,99,DADGJFI4R
3/15/2016,92,DA4KAHUZB
8/25/2017,96,DAHYO1E0L
2/4/2016,90,DAKLG8WV0
8/14/2017,90,DA2W1FNYD
3/30/2017,98,DABUBNBSQ
1/10/2017,94,DAINZCNQ1
8/1/2017,91,DA8SD0QXI
4/5/2017,80,DASWZHF1J
10/6/2016,90,DAVRLVSNG
8/24/2015,93,DA9BSWESZ
8/17/2015,93,DABMDSTY6
12/7/2016,97,DACH8SJRL
12/6/2016,96,DAKX0AGPB
11/17/2015,90,DAXFCD0CK
1/27/2016,99,DAMXMLIFJ
4/13/2017,92,DAZN41K83
8/25/2015,91,DANCOOVPO
8/18/2015,98,DAIVTDMDB
12/18/2015,95,DATZ8WXWP
10/21/2016,98,DAUOWICVJ
8/28/2017,90,DAHZMJX1A
3/10/2017,93,DADQGMUYL
5/5/2016,92,DAOETHJNX
8/5/2016,92,DAJFKNYFN
5/20/2016,91,DA2PATTIJ
11/20/2017,95,DAHIENE8V
2/1/2016,83,DAO5H6D5Z
7/24/2015,98,DAAUGGPGZ
4/11/2016,98,DAXVD0EII
3/10/2016,91,DABWTKS40
10/17/2017,90,DA0GPK7SP
10/14/2015,93,DASYBN4DE
8/4/2016,99,DAXGZIWLN
8/8/2016,94,DA9BI0NFV
4/20/2016,97,DAGRVPMAW
12/13/2016,95,DAMIMHFLN
9/22/2017,96,DAZWVTS37
12/2/2015,96,DAM9090LZ
4/14/2017,80,DAJONGNRG
5/20/2016,95,DA3UZKZ5C
8/8/2016,94,DAPGVVWUM
2/1/2016,92,DA3RPL8Q1
9/23/2015,96,DAUVQB24N
12/9/2015,98,DAJOEBLW8
1/25/2017,91,DABW6TXTN
9/20/2017,96,DACRX80PW
12/14/2015,90,DAM1AY9T6
9/28/2017,95,DASX253G9
3/30/2016,90,DA7QAL905
1/20/2016,93,DAROWEFL0
8/24/2017,100,DAQKUV5P1
8/3/2016,94,DASYIBEL9
9/1/2017,96,DAPBTAYBE
12/5/2017,99,DAHI0GUS3
4/7/2017,98,DA5LGZFQ1
3/16/2017,95,DAISF9SOF
12/7/2015,90,DATCOPYRJ
10/28/2016,96,DAEED1OHI
5/5/2016,93,DABG4GBFQ
10/27/2016,96,DA5YXZZAS
8/8/2017,91,DASO1NQZ9
8/11/2016,96,DAWAQ5KXL
9/21/2016,99,DAPM6YTAO
8/12/2015,96,DAFVCD7OR
12/6/2017,90,DAFOSIN0A
10/14/2015,97,DAQ5AE0ZV
2/17/2016,99,DA1BQ7NTX
6/14/2017,94,DAAWOMUDL
4/19/2017,93,DAC8DCBW0
2/23/2017,95,DAA2QRWBC
9/12/2016,96,DABXTSOYQ
1/31/2017,99,DAFCBD9PF
8/11/2016,90,DANIHZUCJ
6/20/2016,96,DAIQCB21R
3/28/2017,96,DA301KZ7M
7/22/2016,91,DA2VMCVTP
5/26/2016,93,DAPRANP8W
12/29/2017,97,DA2TP84E1
3/21/2016,93,DAUO7LWOM
10/4/2016,96,DAWDFUZLJ
7/12/2017,99,DAKM8IHHT
10/14/2015,90,DABYSDUSL
1/25/2016,92,DAVJD6LU5
4/8/2016,96,DAHMOQVAJ
11/29/2017,100,DAL72UHIS
10/20/2016,94,DAVKWFI81
12/8/2015,90,DAQDBL3FL
3/29/2017,96,DANS96ODN
10/28/2015,93,DACUKELYM
7/21/2015,92,DAHQ6VN1O
9/3/2015,90,DAUTXBVVY
8/23/2017,99,DAR02X29T
9/21/2015,90,DAMHESHBA
7/29/2015,97,DA3IBTSK5
10/1/2015,94,DATV490BG
5/23/2016,93,DA0UCB92Q
2/7/2017,96,DA0D5W96B
8/22/2016,96,DAJCNZUQM
11/29/2017,92,DACQRY3FS
12/20/2016,83,DA0FPMZCY
1/18/2017,81,DAG6Z9JBB
4/29/2016,90,DA8IFZYBI
4/26/2016,95,DA3JEWHRA
5/20/2016,94,DAKMLB4N7
9/22/2015,96,DADS3NCTT
11/16/2017,94,DANGOQF3T
10/21/2016,96,DAAZZEBTF
10/24/2017,94,DA0VV5FZL
9/15/2015,93,DAIQCCUCC
5/2/2017,95,DA0NQYLEC
6/1/2016,96,DABO1BAUY
10/4/2016,94,DAWD8F842
11/30/2016,97,DABLXAZ9Z
6/13/2017,91,DAIX3BUPX
10/20/2016,97,DA0FOPLZO
3/2/2016,97,DAZ100MVO
11/2/2017,92,DA0DVLTXZ
12/20/2016,96,DAYOLH5XA
9/20/2017,91,DAF3L3FQP
5/5/2016,95,DAMZJSDWP
11/13/2015,93,DAQDPNUDJ
10/30/2015,100,DAIJAAIZJ
12/15/2016,97,DAQPE5TQD
7/5/2016,96,DAN4LVHNA
1/5/2017,99,DA8RK3TRN
5/19/2016,99,DAPQBWKF5
2/24/2017,94,DA048Y1ND
10/13/2015,92,DAS50H1CH
10/21/2015,97,DAJKHNKLX
5/4/2016,94,DAMSD0G1V
6/16/2016,91,DANZIRZRE
9/16/2015,90,DAZHTHBAZ
9/12/2017,90,DA0MRVD59
5/13/2016,100,DAX8RNS0Q
4/26/2017,92,DARGVOIMH
5/20/2016,83,DABOTJHTX
6/27/2017,99,DABMSNV0E
6/13/2017,94,DAYXV26GM
9/30/2015,94,DANCTBOUW
2/22/2017,90,DAL0A8ZFG
2/11/2016,92,DARWQYHQU
5/20/2016,92,DAEHZJKY9
10/21/2015,91,DARLEIASQ
8/22/2016,98,DAVAPW4QJ
3/24/2017,82,DASGDC6UL
7/19/2016,92,DAAPAMNB0
6/6/2017,100,DAOOJDJE8
12/15/2016,97,DA1AEGB9O
10/31/2017,93,DA0G7KVJH
4/18/2017,93,DAXY9XYJ0
10/30/2017,96,DA8R62AGL
7/31/2015,96,DAX5PI0E8
9/9/2016,94,DAIJS1QW7
10/29/2015,94,DAHCB59ZU
10/11/2017,94,DAWLRNGLR
9/20/2016,98,DAJUVLBPF
12/4/2015,97,DATL3UYWM
11/17/2016,92,DAO5KOHLF
3/28/2017,94,DAVXYBOYH
9/22/2016,96,DAHUU0NPX
4/25/2017,97,DAJHAQI1T
11/23/2016,91,DAV1MUTLT
12/7/2015,90,DAXE1RUHL
1/12/2016,93,DA7XVM446
12/13/2016,92,DATHGVS23
10/24/2017,96,DANLL58R9
6/2/2017,93,DA2PZJNPO
6/8/2017,96,DAJI9FORY
1/10/2017,94,DAVKO0OU3
5/2/2016,92,DABM4FOWG
7/25/2017,92,DAENXMX2Z
2/17/2017,95,DA4VPUG0E
12/21/2016,95,DAL5UXRJK
11/27/2017,92,DAEIN9M9L
4/26/2016,97,DA1IYYQJI
11/2/2017,98,DAWPQ8I0C
11/17/2016,91,DA3JU12DX
11/29/2016,90,DAI19CHMK
5/10/2017,93,DAYT6HT00
4/26/2017,98,DAUJWM8XR
4/14/2016,97,DAQ9L0TW5
9/21/2016,97,DANXKNFKJ
3/8/2017,83,DAEWKTJ0R
1/17/2017,100,DA0758489
11/15/2017,98,DALIR7UDZ
7/11/2017,90,DACZK4WJW
4/12/2016,92,DAXK2ME6W
1/12/2016,95,DABM4X1VW
12/20/2016,91,DAQEOTBMB
5/22/2017,95,DAANYFQOR
1/8/2016,93,DAASQI2FE
4/12/2016,96,DAJFCXY5G
11/28/2016,98,DARZIPXG8
2/2/2016,90,DA4NVRMPZ
7/25/2016,93,DAWJNHOMA
6/27/2017,97,DACWDYGQM
8/16/2017,96,DA0QW4A99
7/23/2015,95,DA04IIRRS
8/4/2016,94,DAOWORX0W
8/26/2015,98,DAFN3EJCC
2/4/2016,99,DAODRQ80D
5/10/2017,98,DA9W3KHQ9
12/20/2016,98,DA4DIM67W
10/6/2015,97,DAU0U56R1
10/21/2016,83,DASGVEOSV
10/31/2016,98,DA0OETNTA
12/18/2017,92,DA6EKF1UG
2/2/2016,97,DAKF00AD6
10/13/2017,97,DAJMVO6DW
3/8/2016,93,DA81VYYOF
8/18/2017,96,DADESIWVS
10/13/2016,94,DAKNIAEO9
8/24/2017,91,DAKTYUTNF
12/15/2015,92,DAYXXEMPO
3/8/2016,94,DADO4OUKJ
9/20/2017,80,DAYPUZRYL
2/5/2016,98,DAFRINJ7Z
2/4/2016,97,DAUBJTI8M
10/1/2015,99,DA4OARCAJ
5/3/2017,90,DAKEGAMGG
12/10/2015,95,DATNRF9L0
1/20/2016,97,DAHJYVW0H
9/15/2016,98,DAHNBDCVS
2/3/2017,99,DARA8EG7Y
7/14/2016,92,DADVALV0J
8/25/2016,94,DAJZ1TS0H
10/27/2016,90,DATERMGT7
1/4/2017,90,DAW0J576S
2/17/2016,93,DAONQRNWK
2/11/2016,92,DAG90HGR1
10/11/2017,90,DA5LQM7YA
7/12/2017,100,DA0Q0QQIT
10/24/2017,93,DARKYMJS1
3/3/2016,90,DAZEYLI81
9/25/2015,97,DAV0APXJX
11/7/2017,96,DAPZ7KFJ9
9/27/2016,90,DA8SINO1Y
9/29/2016,93,DA7HETNWO
1/19/2016,95,DAZNVV5Y2
8/11/2016,95,DAXEJ2VTH
10/12/2016,94,DA0G9X2I7
12/22/2017,98,DA48AQ4W5
9/12/2017,98,DAMKMAOJA
4/8/2016,85,DA7CPHZOU
11/15/2016,97,DATXEFZDT
7/14/2015,90,DAYUGQS5S
2/9/2017,90,DA6PG1WBU
3/31/2016,96,DAPEHUWDL
8/2/2016,90,DAJ6ZUXUT
10/23/2017,90,DASIEY50C
5/19/2017,97,DA3LNSFM2
4/20/2016,91,DA2Q8M2CQ
3/16/2017,96,DA9GOX4WY
4/3/2017,95,DAONKKW1Y
5/3/2016,96,DAA3AWPNX
12/1/2016,99,DA03AS04G
1/27/2016,96,DAHAGYGC4
9/4/2015,94,DAFH04FYX
6/8/2016,80,DASIV2QCX
10/17/2017,93,DA9K0JEY7
2/7/2017,90,DANVAZME8
12/4/2017,93,DAQGGFWCE
4/21/2016,92,DAFRZX9M4
6/10/2016,97,DA0592692
9/6/2017,80,DATASVHUY
7/23/2015,94,DACKOI9RD
8/9/2017,94,DAU2WRCRD
5/4/2016,93,DAHP7BQ5B
5/9/2017,97,DADG2ABP7
1/31/2017,95,DAUUSSJCL
9/7/2016,95,DA2KH8QWW
2/17/2017,90,DA05505BT
5/18/2017,98,DAKHTS9MW
11/23/2015,93,DANJTLHR7
2/9/2016,95,DAQKAYKM8
11/14/2017,93,DAMNAGTCC
7/27/2017,95,DAZLZFHBO
10/10/2017,91,DAY36PAQI
2/16/2017,90,DADOMONSR
2/12/2016,92,DAVWFWPSJ
2/18/2016,90,DA3LQKJL9
11/17/2016,93,DAST5YFZP
10/27/2017,98,DARP2NVC3
1/20/2016,97,DAX8VF7VX
9/13/2016,92,DADFIZP9G
3/15/2016,93,DABWGGDU8
11/29/2016,98,DADAJGEJE
12/29/2015,98,DA0NFIZP0
8/16/2017,94,DA79NPZRE
2/10/2017,96,DAMMZCRVR
12/27/2017,96,DATJ0E4T0
9/20/2016,93,DAHFI8CNU
9/29/2015,94,DAOHS0YRM
9/29/2017,93,DAM8F7B9X
7/13/2016,95,DAJ18QHPN
10/19/2016,95,DAUYSUA2B
6/22/2016,93,DA4F7TR9I
7/22/2016,91,DAD46FGTJ
4/13/2016,100,DAA2ICYQN
12/15/2015,98,DA50I96YH
7/2/2015,91,DACH57HPC
1/31/2017,90,DAK1REON0
1/15/2016,94,DAHTIEPXG
4/27/2017,98,DARHIPFVN
10/24/2017,91,DAMTTOXJ8
7/21/2017,93,DAJQW0L06
11/18/2016,91,DAUNEWGHI
1/18/2017,83,DACDUB53K
6/14/2017,93,DAT12JMGR
4/12/2016,80,DAWDNDW5I
6/7/2016,93,DAVOCAAJM
12/12/2017,96,DAAPXSSRO
1/25/2016,96,DAXM0OXHT
10/14/2016,96,DAHMKOG5C
12/9/2015,95,DAWJ33HGS
11/20/2015,90,DATZPFXX0
3/6/2017,91,DAYXA2IQB
3/29/2017,97,DA8PVWIWK
3/2/2016,91,DAW4RKH8I
9/13/2016,94,DAVUUSSCT
10/29/2015,91,DA0E6DZ39
11/2/2016,95,DAZCC5WDI
4/6/2016,91,DARHSWVSR
8/17/2016,96,DAVQVTEHJ
7/25/2016,91,DA0GQIRHB
1/20/2016,92,DAENO6YIC
12/5/2017,92,DARBGDEJD
8/8/2016,93,DAROBYXCA
3/15/2017,91,DAUOU0GDD
2/2/2017,90,DAJRIV2Y0
3/7/2017,98,DAAPUIRRS
7/7/2015,95,DACPN2H5T
1/26/2017,95,DA0765153
5/4/2016,98,DA3WKRV2Z
7/12/2017,95,DA0LO4QDL
3/10/2016,95,DAAZ4YZ0D
12/12/2017,99,DAGVCOL6W
9/9/2015,94,DAWJRM3HQ
9/25/2017,92,DA03WXA5W
8/15/2017,90,DAXEOCSUC
5/4/2017,93,DAHMQHQB5
12/28/2015,98,DAOM0NPWZ
11/9/2017,90,DAHMXIRFB
4/27/2017,93,DAGOU3QYA
11/18/2015,94,DAXE9IHAF
10/19/2015,95,DAPOSXFFC
3/9/2017,96,DACO29XGV
7/26/2017,91,DARKRXFOB
5/11/2016,98,DAZNVCJ07
8/10/2016,98,DA5HBQGQX
6/1/2017,94,DA7I0OKM2
7/27/2017,96,DAPOKZYXU
9/1/2016,90,DA1U0AEAU
7/6/2016,91,DAW39AKZ9
4/20/2017,99,DAX0FGUEB
3/1/2016,96,DAGTUFJPG
8/24/2016,91,DAENADRSH
10/12/2016,97,DAAUBQZ6F
10/22/2015,93,DAZ21MIBZ
2/17/2016,93,DABQ0ZPDY
11/15/2016,93,DAQMPKB1G
2/7/2017,99,DAFJKD0GR
8/24/2015,94,DABKXNREN
2/16/2016,96,DA0L5BEQI
6/20/2017,90,DAZDRTQJQ
1/31/2017,100,DAR0HV4XO
4/18/2017,92,DAZVUAWCV
3/8/2017,97,DANX56QHZ
1/12/2016,96,DA5NBPOTZ
6/8/2016,90,DAO9QA0BQ
10/6/2017,94,DAUINRHXO
12/2/2015,93,DABY6SMPV
8/29/2016,90,DAFZBDKLR
5/23/2016,92,DAMGZQ3ES
2/18/2016,99,DAP5HS0KN
12/5/2017,92,DA0NSLDX9
8/25/2017,97,DAYW2NRP3
10/8/2015,93,DARJH0MWB
5/20/2016,96,DAQC7EIKD
11/30/2017,85,DAKZVN0PY
3/29/2016,92,DAXFOEV00
6/14/2017,99,DAZBFIB7Y
11/30/2017,97,DAE4BOJI2
4/8/2016,98,DA05UZE34
10/12/2017,98,DAJEYG0QU
10/30/2017,90,DA7OCQNIB
6/15/2016,94,DACUKFL6Z
10/19/2017,93,DAG0QDWB8
1/22/2016,98,DAGS0FLC7
10/17/2017,95,DAPTWXVIG
4/22/2016,90,DAQ81O9WT
7/31/2015,86,DALZOQWUG
12/28/2016,96,DA1GOICAP
4/18/2017,96,DADRT6IDZ
12/4/2017,94,DA0J969S0
2/18/2016,95,DAKK80MKB
1/19/2017,97,DARZ53FXO
12/21/2017,98,DAZ7LBMHG
7/17/2017,92,DAYZVOYPA
12/22/2015,97,DAMDYORRN
2/15/2017,92,DAKE0D6GH
5/31/2017,99,DAILYOS8W
6/7/2017,96,DAGJZGJOM
8/31/2015,94,DACWNQ6S1
11/17/2016,98,DALFU2II2
3/22/2016,96,DAVASXLR9
2/9/2016,100,DAQTTKEWW
7/28/2016,94,DAUSOUFPC
11/21/2016,96,DA4OTA8XK
6/24/2016,93,DACAK6F57
6/10/2016,95,DAFZSM2GX
7/23/2015,94,DANIHDR7E
11/7/2016,93,DALTZ0MLJ
2/12/2016,98,DALKKWOOH
3/8/2017,94,DA3WMKB2D
2/22/2017,92,DACKCE5KR
8/19/2015,95,DAK22WSXY
9/26/2016,91,DAME1WDZG
6/27/2016,97,DABVUGJEL
10/20/2015,94,DAWABCXWU
9/9/2015,91,DA9ANRQP0
11/30/2016,94,DAIUMM3TF
5/9/2016,92,DALLTXKUA
2/2/2016,97,DAXH3ILGG
9/15/2015,95,DAR26G1OH
3/28/2017,94,DAPNLLJDQ
5/1/2017,95,DA2C3AMN3
3/22/2017,97,DAGFSV6FI
5/18/2016,96,DAOK8WFNB
11/18/2015,96,DA8CE0B4F
6/6/2017,92,DATJ9TGMM
5/4/2017,92,DAXHIOPMH
6/13/2016,99,DAS0E18OH
5/15/2017,90,DAFEO25RX
1/9/2017,96,DAUPLHTDU
3/9/2016,95,DAZ3BUER4
11/19/2015,92,DA3YZX9QG
4/19/2016,90,DADE0TUEU
3/9/2017,94,DAWLW8414
7/30/2015,90,DASNVBKKI
12/1/2015,96,DARISN92P
3/31/2016,90,DARXHDH2N
9/16/2016,95,DAMMCWUEG
7/30/2015,81,DAKFB88RH
4/6/2017,92,DA0HJ0PZR
12/22/2017,84,DARQ2XXS0
6/22/2016,98,DADKPIB5Q
6/28/2017,93,DAJPC8010
9/14/2017,96,DARPKR0UY
5/26/2016,96,DATMGZDJP
1/20/2016,90,DADH8TKSV
12/13/2017,90,DAUFVMETG
3/8/2016,96,DABNXOANL
1/9/2017,97,DA0TEMVL9
11/8/2016,92,DAAAARN00
12/9/2016,99,DAYVA2RS2
12/14/2017,97,DAECHF0OJ
1/13/2016,90,DA0EBG3BP
12/22/2015,97,DA2YD56PJ
3/30/2016,91,DAADM34NC
2/28/2017,96,DA3QFN20J
4/26/2017,98,DAZODTAHJ
12/28/2015,98,DAOG1LTHL
1/6/2016,92,DAWVKRSJM
8/4/2016,95,DADQMXPLI
11/17/2016,91,DAR0GM8GM
2/16/2017,97,DAJUHGVRG
10/21/2015,84,DAYZJ51S5
11/29/2017,98,DABUB0YYB
8/10/2017,98,DA5051D98
3/2/2016,91,DAW9URKDW
9/20/2016,91,DA2IIQE0L
10/5/2017,96,DARFIHWUE
10/21/2015,85,DAJP6M2OI
6/9/2016,95,DAMRIBX6A
5/23/2016,94,DAY6ABUPE
8/17/2015,92,DA13OKOIJ
5/17/2017,92,DAVXFFRVY
5/10/2017,92,DABVZPTRN
8/24/2016,97,DASERN6S5
11/2/2017,93,DAGEVFEHK
4/13/2017,99,DA8SYJ00Z
10/21/2016,92,DARLZFWH0
9/2/2015,91,DAS4DAWWG
3/21/2016,94,DA3SR2XCI
5/2/2016,93,DAB1ZQK0P
7/16/2015,97,DAK5FTXFJ
4/20/2017,90,DA09FA78J
11/8/2016,91,DAZV5GL8H
9/2/2015,97,DAFIK3LNZ
9/15/2015,97,DA0HFP9BC
12/4/2015,92,DAUTWSPCW
2/4/2016,94,DAFFVCFA0
10/22/2015,93,DAXMZDFVA
4/26/2016,93,DAIWMO3OI
4/5/2016,96,DAGUPDJ8A
1/25/2017,93,DAJZDAENN
8/31/2015,93,DAJUDWS0S
9/22/2017,99,DAP7NEYTH
5/2/2017,93,DAVPYP5OZ
6/9/2017,93,DAEPB1ORD
3/28/2016,94,DAUDW5JLN
10/26/2015,90,DAQRG2WOB
11/10/2016,91,DAONRST4N
12/16/2015,94,DAIHV0XA6
10/9/2015,98,DAJOMLYW7
11/1/2016,93,DAJLIO07M
3/17/2016,96,DAYA75GWQ
8/15/2016,90,DANOSHUCB
7/6/2017,98,DAL3JUXS9
12/26/2017,90,DA3TZPP0T
7/21/2016,100,DA8J5FOTX
11/17/2017,91,DA2HGYBK7
10/27/2017,95,DAN3GSJYL
11/30/2016,90,DALBKJCNN
10/21/2016,96,DABNGSIRR
5/17/2016,90,DAFFNSECS
5/13/2016,90,DA9O7RJ0L
11/7/2017,96,DAWXAYDGH
12/29/2015,94,DAJOYZAUP
9/22/2016,96,DADHN2NG1
9/13/2017,100,DA3LYQA46
2/8/2017,95,DASLC0KZZ
9/12/2016,95,DAAYP7GWH
11/18/2016,93,DAS9WKA40
1/26/2016,90,DAHYIGO3Q
9/21/2016,91,DAP24TILR
11/2/2017,93,DAFN3BUXN
10/24/2015,96,DAHJJHVCR
2/14/2017,93,DAE4PJ8OQ
7/19/2017,71,DAMWGLNFS
6/24/2016,93,DA1DLMIYS
7/13/2016,91,DAKQKLR00
4/20/2016,94,DAW05Z97R
1/25/2017,95,DAEGHVRBK
2/25/2016,95,DAT0Y1Q2X
10/22/2015,98,DADWRJKVU
3/28/2016,87,DA5OUVCTO
6/3/2016,97,DAALRTBZ7
5/9/2017,90,DALEMGOL9
11/14/2017,100,DAXZZKDML
3/16/2016,97,DA4I0FOSJ
3/7/2017,92,DARQNLD0P
9/13/2016,97,DA1I3YSXJ
1/25/2017,90,DAYJ0ILR6
8/8/2016,94,DAG7GK7P5
1/21/2016,90,DAFCVBMHA
12/27/2016,91,DAT0ORQ9L
12/1/2015,96,DATA3DXMI
8/11/2015,91,DACBYHAW7
9/16/2016,94,DANKWBLBR
9/25/2017,96,DADIL0KEP
4/6/2016,97,DA9XMGUKV
5/30/2017,96,DA6JCT40W
8/2/2016,93,DA26CEK6S
6/8/2016,96,DAIC52T8Y
11/2/2017,93,DANZ7A1VA
6/21/2016,92,DAXVCDGNQ
10/6/2017,98,DAPGUYNLT
1/14/2016,95,DAQFQGSPT
12/5/2017,94,DA0H40NPI
8/24/2017,97,DALOCVBZ1
8/25/2015,95,DAS6ZZUPS
8/10/2016,91,DA8IJTKGH
8/3/2017,93,DA9UUAPNE
11/2/2017,92,DAEI1RFEO
3/15/2016,96,DA0X8NG09
5/11/2016,98,DAO0DW0NL
6/20/2017,99,DAFVPCKCN
1/31/2017,86,DAZA7SLDU
1/17/2017,80,DAEAAIMKT
10/13/2017,97,DA3HM7BZJ
12/19/2017,91,DAURYM4BN
11/8/2017,96,DA25U0YKT
11/4/2017,91,DA0984521
11/30/2017,94,DAZCUOMKK
12/5/2017,94,DAUZTMRMK
4/19/2016,93,DAG0MCDY5
1/19/2017,96,DACT49B20
2/22/2016,94,DAJXKWZOF
11/6/2017,91,DAYVDQFBO
4/3/2017,90,DAGEI5LEF
4/14/2016,97,DACRJLJXT
5/5/2016,96,DAZPXSYT6
5/3/2017,99,DAZG9C9LV
11/30/2015,96,DAY9C0XBS
2/16/2016,94,DA5CFZBBE
11/8/2016,96,DA8ZJ2D4P
5/31/2016,95,DAF0YI0UK
3/24/2016,98,DAP6G0XPW
3/1/2017,91,DAKFZVKSZ
10/28/2015,92,DAP0QI2JE
1/27/2017,100,DAUM8DJTM
11/20/2015,93,DAOK2BWCN
9/14/2016,93,DALTXG5XL
3/18/2016,97,DAAVK7IDR
9/1/2016,93,DAYA5HB90
9/29/2016,90,DAP4MMDVO
9/9/2016,98,DA0SZNTXP
9/22/2016,95,DAM9GKSXU
5/6/2016,99,DAVJJKMLX
4/27/2017,90,DAKFH4MGB
5/9/2017,100,DA8Q0WKHZ
3/21/2016,95,DA9BN1PLZ
9/1/2015,97,DAUOMC0EX
10/28/2015,97,DAVTO7LAF
5/20/2016,90,DAUSNSH7I
7/26/2016,97,DA5IZS97H
10/27/2015,92,DAEWYV3WO
6/15/2016,96,DAHG41GO0
8/29/2017,95,DA0EY0NA8
11/17/2015,92,DAEEVANTB
12/15/2015,98,DA0ISPV2D
4/11/2017,87,DABS930FN
3/1/2016,98,DAJUICWKR
5/31/2017,94,DABLOHOYQ
2/25/2016,95,DA2MA0U1G
12/10/2015,96,DA5MRZEFP
12/6/2017,91,DA0CKCLGM
6/5/2017,94,DAOZ54R3O
11/7/2017,98,DA4IP5EUF
10/19/2017,95,DAFNCOM6D
9/29/2015,91,DA7V04RJE
7/7/2015,94,DAAMU0CTC
9/25/2015,91,DAQMLZ5LV
12/27/2017,90,DAL1ZMFYC
12/7/2017,93,DAFNQ9W7H
6/13/2017,97,DABYCRKTD
9/27/2017,93,DAPL7ZA9S
7/12/2017,91,DAHEHFVMF
12/1/2016,98,DA30NT0A0
6/27/2017,99,DAOJJH87S
6/3/2016,97,DAJWCI0GQ
6/20/2016,90,DAREQ3LRL
8/10/2016,92,DAENLKVOV
2/23/2016,94,DAIZUWU11
8/29/2016,99,DA3JICSFH
9/14/2017,90,DAEFPUVUK
4/19/2017,100,DA74JYWJF
2/2/2016,98,DADYW7UOB
1/11/2017,90,DAWWKYGHP
10/20/2017,94,DAM60W0Q5
1/19/2016,95,DAX8YT0NA
4/8/2016,90,DAV9R93MC
5/9/2016,91,DASZGC4ZF
1/13/2016,97,DAAGYBELT
3/31/2017,94,DAEGSANVQ
12/9/2015,91,DAELZ0RM5
6/28/2016,95,DAKHRJX82
7/18/2017,93,DAXPCSFQ9
2/27/2017,87,DA0788880
9/27/2016,97,DAG17VWNI
8/18/2016,94,DAI2YHFQ8
10/12/2016,91,DAAIEOEVF
6/8/2017,92,DA5R6DB97
8/20/2015,91,DADIRT66I
3/24/2017,92,DAST1MJAZ
8/25/2015,94,DA9BHUU9J
10/16/2015,96,DASV9ZMMU
5/27/2016,100,DACNAKSZR
11/4/2015,86,DA0HTEYX8
8/24/2016,92,DA1TCZ18G
6/15/2017,98,DA3AN0CVO
9/25/2017,78,DANGTLIIB
11/19/2015,99,DAUCPHRWE
5/24/2016,95,DAXSMXGZA
3/14/2017,97,DAB75ZIZI
2/9/2017,96,DABZWZ0AJ
8/15/2017,98,DA1SP9EW0
7/27/2016,94,DAKEWVXAC
12/8/2015,95,DAJ61QBAL
8/17/2015,91,DADNXVXFH
10/20/2015,97,DAA2D6TED
10/25/2016,93,DAPOGQIE8
7/28/2015,97,DAIFEQ3BA
1/22/2016,93,DAF0YF3CK
7/18/2017,96,DAHDQOVOP
11/8/2017,94,DAEYYLTS3
11/8/2017,90,DAMDUVFT2
9/20/2017,74,DA220NSOI
9/6/2016,96,DALCENTMI
10/25/2017,90,DAHNAON0O
4/29/2016,96,DAUUGYN43
8/9/2016,92,DAYYOR00M
2/1/2017,99,DAWQA2VDV
1/20/2017,93,DAF7J9GH4
10/20/2015,94,DAJDAT4F0
12/10/2015,92,DASV96HB0
10/3/2017,91,DANBPYJOF
6/8/2016,96,DAHM85YRP
10/30/2015,99,DAG9K3JZV
2/18/2016,92,DAA0IXTIL
9/14/2016,90,DAACZC2QO
11/24/2015,89,DAWYYSMUU
7/20/2016,84,DAY56W0CZ
7/12/2016,94,DALUNTD1K
5/10/2016,97,DALOKDDAN
